"","number","DateTimeGMT","WaterLevelmeters","DateTime","name","Site","Date","Time","Method","VolSlugml","Batch","MeasuredQ_Ls","Notes","pred.moose1.Q","pred.french1.Q","day"
"50",50,"5/30/18 15:30",166.608,2018-05-30 15:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.90627128371,NA,1547.72065480659,NA,2018-05-30
"51",51,"5/30/18 16:00",166.609,2018-05-30 16:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.86646495661,NA,1551.07133215305,NA,2018-05-30
"52",52,"5/30/18 16:30",166.61,2018-05-30 16:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.82665862951,NA,1554.42200949963,NA,2018-05-30
"53",53,"5/30/18 17:00",166.61,2018-05-30 17:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.7868523024,NA,1554.42200949963,NA,2018-05-30
"54",54,"5/30/18 17:30",166.61,2018-05-30 17:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.7470459753,NA,1554.42200949963,NA,2018-05-30
"55",55,"5/30/18 18:00",166.608,2018-05-30 18:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.70723964819,NA,1547.72065480659,NA,2018-05-30
"56",56,"5/30/18 18:30",166.611,2018-05-30 18:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.66743332109,NA,1557.77268684609,NA,2018-05-30
"57",57,"5/30/18 19:00",166.61,2018-05-30 19:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.62762699398,NA,1554.42200949963,NA,2018-05-30
"58",58,"5/30/18 19:30",166.607,2018-05-30 19:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.58782066688,NA,1544.36997746001,NA,2018-05-30
"59",59,"5/30/18 20:00",166.607,2018-05-30 20:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.54801433978,NA,1544.36997746001,NA,2018-05-30
"60",60,"5/30/18 20:30",166.605,2018-05-30 20:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.50820801267,NA,1537.66862276697,NA,2018-05-30
"61",61,"5/30/18 21:00",166.606,2018-05-30 21:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.46840168557,NA,1541.01930011355,NA,2018-05-30
"62",62,"5/30/18 21:30",166.603,2018-05-30 21:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.42859535846,NA,1530.96726807405,NA,2018-05-30
"63",63,"5/30/18 22:00",166.603,2018-05-30 22:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.38878903136,NA,1530.96726807405,NA,2018-05-30
"64",64,"5/30/18 22:30",166.606,2018-05-30 22:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.34898270426,NA,1541.01930011355,NA,2018-05-30
"65",65,"5/30/18 23:00",166.603,2018-05-30 23:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.30917637715,NA,1530.96726807405,NA,2018-05-30
"66",66,"5/30/18 23:30",166.605,2018-05-30 23:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.26937005005,NA,1537.66862276697,NA,2018-05-30
"67",67,"5/31/18 0:00",166.6,2018-05-31 00:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.22956372294,NA,1520.91523603443,NA,2018-05-31
"68",68,"5/31/18 0:30",166.604,2018-05-31 00:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.18975739584,NA,1534.31794542063,NA,2018-05-31
"69",69,"5/31/18 1:00",166.601,2018-05-31 01:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.14995106874,NA,1524.26591338101,NA,2018-05-31
"70",70,"5/31/18 1:30",166.6,2018-05-31 01:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.11014474163,NA,1520.91523603443,NA,2018-05-31
"71",71,"5/31/18 2:00",166.594,2018-05-31 02:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.07033841453,NA,1500.81117195543,NA,2018-05-31
"72",72,"5/31/18 2:30",166.597,2018-05-31 02:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1413.03053208742,NA,1510.86320399505,NA,2018-05-31
"73",73,"5/31/18 3:00",166.596,2018-05-31 03:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.99072576032,NA,1507.51252664847,NA,2018-05-31
"74",74,"5/31/18 3:30",166.598,2018-05-31 03:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.95091943322,NA,1514.21388134151,NA,2018-05-31
"75",75,"5/31/18 4:00",166.594,2018-05-31 04:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.91111310611,NA,1500.81117195543,NA,2018-05-31
"76",76,"5/31/18 4:30",166.594,2018-05-31 04:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.87130677901,NA,1500.81117195543,NA,2018-05-31
"77",77,"5/31/18 5:00",166.593,2018-05-31 05:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.83150045191,NA,1497.46049460897,NA,2018-05-31
"78",78,"5/31/18 5:30",166.596,2018-05-31 05:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.7916941248,NA,1507.51252664847,NA,2018-05-31
"79",79,"5/31/18 6:00",166.595,2018-05-31 06:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.7518877977,NA,1504.16184930201,NA,2018-05-31
"80",80,"5/31/18 6:30",166.598,2018-05-31 06:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.71208147059,NA,1514.21388134151,NA,2018-05-31
"81",81,"5/31/18 7:00",166.595,2018-05-31 07:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.67227514349,NA,1504.16184930201,NA,2018-05-31
"82",82,"5/31/18 7:30",166.596,2018-05-31 07:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.63246881639,NA,1507.51252664847,NA,2018-05-31
"83",83,"5/31/18 8:00",166.599,2018-05-31 08:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.59266248928,NA,1517.56455868797,NA,2018-05-31
"84",84,"5/31/18 8:30",166.596,2018-05-31 08:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.55285616218,NA,1507.51252664847,NA,2018-05-31
"85",85,"5/31/18 9:00",166.597,2018-05-31 09:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.51304983508,NA,1510.86320399505,NA,2018-05-31
"86",86,"5/31/18 9:30",166.594,2018-05-31 09:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.47324350797,NA,1500.81117195543,NA,2018-05-31
"87",87,"5/31/18 10:00",166.598,2018-05-31 10:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.43343718087,NA,1514.21388134151,NA,2018-05-31
"88",88,"5/31/18 10:30",166.593,2018-05-31 10:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.39363085377,NA,1497.46049460897,NA,2018-05-31
"89",89,"5/31/18 11:00",166.597,2018-05-31 11:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.35382452666,NA,1510.86320399505,NA,2018-05-31
"90",90,"5/31/18 11:30",166.595,2018-05-31 11:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.31401819956,NA,1504.16184930201,NA,2018-05-31
"91",91,"5/31/18 12:00",166.596,2018-05-31 12:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.27421187245,NA,1507.51252664847,NA,2018-05-31
"92",92,"5/31/18 12:30",166.597,2018-05-31 12:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.23440554535,NA,1510.86320399505,NA,2018-05-31
"93",93,"5/31/18 13:00",166.595,2018-05-31 13:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.19459921825,NA,1504.16184930201,NA,2018-05-31
"94",94,"5/31/18 13:30",166.596,2018-05-31 13:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.15479289114,NA,1507.51252664847,NA,2018-05-31
"95",95,"5/31/18 14:00",166.594,2018-05-31 14:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.11498656404,NA,1500.81117195543,NA,2018-05-31
"96",96,"5/31/18 14:30",166.593,2018-05-31 14:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.07518023694,NA,1497.46049460897,NA,2018-05-31
"97",97,"5/31/18 15:00",166.594,2018-05-31 15:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1412.03537390983,NA,1500.81117195543,NA,2018-05-31
"98",98,"5/31/18 15:30",166.592,2018-05-31 15:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.99556758273,NA,1494.10981726251,NA,2018-05-31
"99",99,"5/31/18 16:00",166.589,2018-05-31 16:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.95576125562,NA,1484.05778522289,NA,2018-05-31
"100",100,"5/31/18 16:30",166.593,2018-05-31 16:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.91595492852,NA,1497.46049460897,NA,2018-05-31
"101",101,"5/31/18 17:00",166.588,2018-05-31 17:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.87614860142,NA,1480.70710787643,NA,2018-05-31
"102",102,"5/31/18 17:30",166.589,2018-05-31 17:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.83634227431,NA,1484.05778522289,NA,2018-05-31
"103",103,"5/31/18 18:00",166.588,2018-05-31 18:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.79653594721,NA,1480.70710787643,NA,2018-05-31
"104",104,"5/31/18 18:30",166.591,2018-05-31 18:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.75672962011,NA,1490.75913991593,NA,2018-05-31
"105",105,"5/31/18 19:00",166.594,2018-05-31 19:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.716923293,NA,1500.81117195543,NA,2018-05-31
"106",106,"5/31/18 19:30",166.592,2018-05-31 19:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.6771169659,NA,1494.10981726251,NA,2018-05-31
"107",107,"5/31/18 20:00",166.59,2018-05-31 20:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.6373106388,NA,1487.40846256947,NA,2018-05-31
"108",108,"5/31/18 20:30",166.589,2018-05-31 20:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.59750431169,NA,1484.05778522289,NA,2018-05-31
"109",109,"5/31/18 21:00",166.591,2018-05-31 21:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.55769798459,NA,1490.75913991593,NA,2018-05-31
"110",110,"5/31/18 21:30",166.59,2018-05-31 21:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.51789165748,NA,1487.40846256947,NA,2018-05-31
"111",111,"5/31/18 22:00",166.586,2018-05-31 22:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.47808533038,NA,1474.00575318339,NA,2018-05-31
"112",112,"5/31/18 22:30",166.585,2018-05-31 22:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.43827900328,NA,1470.65507583693,NA,2018-05-31
"113",113,"5/31/18 23:00",166.584,2018-05-31 23:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.39847267617,NA,1467.30439849035,NA,2018-05-31
"114",114,"5/31/18 23:30",166.586,2018-05-31 23:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.35866634907,NA,1474.00575318339,NA,2018-05-31
"115",115,"6/1/18 0:00",166.586,2018-06-01 00:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.31886002197,NA,1474.00575318339,NA,2018-06-01
"116",116,"6/1/18 0:30",166.583,2018-06-01 00:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.27905369486,NA,1463.95372114389,NA,2018-06-01
"117",117,"6/1/18 1:00",166.584,2018-06-01 01:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.23924736776,NA,1467.30439849035,NA,2018-06-01
"118",118,"6/1/18 1:30",166.585,2018-06-01 01:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.19944104066,NA,1470.65507583693,NA,2018-06-01
"119",119,"6/1/18 2:00",166.58,2018-06-01 02:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.15963471355,NA,1453.90168910439,NA,2018-06-01
"120",120,"6/1/18 2:30",166.585,2018-06-01 02:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.11982838645,NA,1470.65507583693,NA,2018-06-01
"121",121,"6/1/18 3:00",166.582,2018-06-01 03:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.08002205934,NA,1460.60304379731,NA,2018-06-01
"122",122,"6/1/18 3:30",166.577,2018-06-01 03:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.04021573224,NA,1443.84965706477,NA,2018-06-01
"123",123,"6/1/18 4:00",166.581,2018-06-01 04:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1411.00040940514,NA,1457.25236645085,NA,2018-06-01
"124",124,"6/1/18 4:30",166.58,2018-06-01 04:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.96060307803,NA,1453.90168910439,NA,2018-06-01
"125",125,"6/1/18 5:00",166.578,2018-06-01 05:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.92079675093,NA,1447.20033441135,NA,2018-06-01
"126",126,"6/1/18 5:30",166.58,2018-06-01 05:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.88099042383,NA,1453.90168910439,NA,2018-06-01
"127",127,"6/1/18 6:00",166.578,2018-06-01 06:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.84118409673,NA,1447.20033441135,NA,2018-06-01
"128",128,"6/1/18 6:30",166.581,2018-06-01 06:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.80137776962,NA,1457.25236645085,NA,2018-06-01
"129",129,"6/1/18 7:00",166.579,2018-06-01 07:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.76157144251,NA,1450.55101175781,NA,2018-06-01
"130",130,"6/1/18 7:30",166.58,2018-06-01 07:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.72176511541,NA,1453.90168910439,NA,2018-06-01
"131",131,"6/1/18 8:00",166.584,2018-06-01 08:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.68195878831,NA,1467.30439849035,NA,2018-06-01
"132",132,"6/1/18 8:30",166.58,2018-06-01 08:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.6421524612,NA,1453.90168910439,NA,2018-06-01
"133",133,"6/1/18 9:00",166.582,2018-06-01 09:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.6023461341,NA,1460.60304379731,NA,2018-06-01
"134",134,"6/1/18 9:30",166.581,2018-06-01 09:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.562539807,NA,1457.25236645085,NA,2018-06-01
"135",135,"6/1/18 10:00",166.58,2018-06-01 10:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.52273347989,NA,1453.90168910439,NA,2018-06-01
"136",136,"6/1/18 10:30",166.579,2018-06-01 10:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.48292715279,NA,1450.55101175781,NA,2018-06-01
"137",137,"6/1/18 11:00",166.583,2018-06-01 11:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.44312082569,NA,1463.95372114389,NA,2018-06-01
"138",138,"6/1/18 11:30",166.579,2018-06-01 11:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.40331449858,NA,1450.55101175781,NA,2018-06-01
"139",139,"6/1/18 12:00",166.579,2018-06-01 12:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.36350817148,NA,1450.55101175781,NA,2018-06-01
"140",140,"6/1/18 12:30",166.575,2018-06-01 12:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.32370184437,NA,1437.14830237173,NA,2018-06-01
"141",141,"6/1/18 13:00",166.582,2018-06-01 13:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.28389551727,NA,1460.60304379731,NA,2018-06-01
"142",142,"6/1/18 13:30",166.582,2018-06-01 13:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.24408919017,NA,1460.60304379731,NA,2018-06-01
"143",143,"6/1/18 14:00",166.579,2018-06-01 14:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.20428286307,NA,1450.55101175781,NA,2018-06-01
"144",144,"6/1/18 14:30",166.578,2018-06-01 14:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.16447653596,NA,1447.20033441135,NA,2018-06-01
"145",145,"6/1/18 15:00",166.579,2018-06-01 15:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.12467020886,NA,1450.55101175781,NA,2018-06-01
"146",146,"6/1/18 15:30",166.579,2018-06-01 15:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.08486388175,NA,1450.55101175781,NA,2018-06-01
"147",147,"6/1/18 16:00",166.58,2018-06-01 16:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.04505755465,NA,1453.90168910439,NA,2018-06-01
"148",148,"6/1/18 16:30",166.573,2018-06-01 16:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1410.00525122755,NA,1430.44694767881,NA,2018-06-01
"149",149,"6/1/18 17:00",166.574,2018-06-01 17:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.96544490044,NA,1433.79762502539,NA,2018-06-01
"150",150,"6/1/18 17:30",166.576,2018-06-01 17:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.92563857334,NA,1440.49897971831,NA,2018-06-01
"151",151,"6/1/18 18:00",166.577,2018-06-01 18:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.88583224624,NA,1443.84965706477,NA,2018-06-01
"152",152,"6/1/18 18:30",166.582,2018-06-01 18:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.84602591913,NA,1460.60304379731,NA,2018-06-01
"153",153,"6/1/18 19:00",166.576,2018-06-01 19:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.80621959203,NA,1440.49897971831,NA,2018-06-01
"154",154,"6/1/18 19:30",166.58,2018-06-01 19:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.76641326492,NA,1453.90168910439,NA,2018-06-01
"155",155,"6/1/18 20:00",166.581,2018-06-01 20:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.72660693782,NA,1457.25236645085,NA,2018-06-01
"156",156,"6/1/18 20:30",166.582,2018-06-01 20:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.68680061072,NA,1460.60304379731,NA,2018-06-01
"157",157,"6/1/18 21:00",166.58,2018-06-01 21:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.64699428361,NA,1453.90168910439,NA,2018-06-01
"158",158,"6/1/18 21:30",166.577,2018-06-01 21:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.60718795651,NA,1443.84965706477,NA,2018-06-01
"159",159,"6/1/18 22:00",166.575,2018-06-01 22:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1409.56738162941,NA,1437.14830237173,NA,2018-06-01
